com_num,name,sic_code
14855087,20/20A LANGTON ROAD RTM COMPANY LIMITED,98000
03539697,20/20A MENDORA ROAD MANAGEMENT COMPANY LIMITED,98000
16663670,20/20PERFORMANCE LIMITED,70229
12296928,20/20SEVEN LIMITED,41202
12296928,20/20SEVEN LIMITED,43999
02351493,20/21 FINE ART LIMITED,47990
10698367,20/21 HOXTON SQUARE LIMITED,98000
16289689,20/21 SOUTHSIDE STREET LTD,68209
03308028,20/22 ALDRIDGE ROAD VILLAS MANAGEMENT COMPANY LIMITED,98000
03657299,20/22 ANYARDS ROAD MANAGEMENT COMPANY LIMITED,98000
04879998,20/22 BREAKSPEARS ROAD LIMITED,98000
01417024,20/22 MARLBOROUGH ROAD (FLATS) LIMITED,68100
05102894,20/22 SIR THOMAS STREET MANAGEMENT COMPANY LIMITED,98000
10769884,20/24 COLLEGE MEWS FREEHOLD COMPANY LIMITED,68209
03042831,20/25 GLOUCESTER CLOSE MANAGEMENT LIMITED,98000
03667703,20/25 SHEPPARDS FIELD LIMITED,68209
01828534,20/26 MARSH ROAD MANAGEMENT LIMITED,98000
06178552,20/30 LABS LIMITED,71200
10558448,20/80 LIMITED,82990
15942358,200 ACRES LTD,41100
03381105,200 AMYAND PARK ROAD LIMITED,68209
14533307,200 BALMORAL ROAD FREEHOLD LIMITED,98000
03860922,200 BEDFORD HILL LIMITED,98000
05209876,200 BLACKSTOCK ROAD LIMITED,98000
15833546,200 BRENTWOOD ROAD LIMITED,41100
13862404,200 BYTES LTD,62020
15406891,200 CODY ROAD LIMITED,68100
SC689848,200 CONFERENCE & EVENTS LIMITED,56210
13441904,200 CONSULTANCY GROUP LTD,70229
06390549,200 DEGREES COFFEE ROASTERS LIMITED,10832
06390549,200 DEGREES COFFEE ROASTERS LIMITED,46370
08902756,200 DEGREES COFFEE SHOPS LIMITED,56102
09701040,200 DEGREES FRANCHISING LIMITED,77400
10538723,200 DEGREES HOLDINGS LIMITED,64209
10048861,200 DERBY ROAD MANAGEMENT LTD,68100
10048861,200 DERBY ROAD MANAGEMENT LTD,98000
15338851,200 DESIGN LIMITED,74100
09541816,200 EVERING ROAD LTD,63110
06551275,200 FINNIS STREET LTD,68100
06551275,200 FINNIS STREET LTD,68209
NI611266,200 FT LIMITED,74990
12193419,200 GROUP LIMITED,62020
14947250,200 HAYDONS ROAD FREEHOLD LIMITED,98000
06638222,200 LIMITED,59200
06638222,200 LIMITED,82990
03479655,200 LINCOLN ROAD MANAGEMENT LIMITED,99999
13876128,200 MEDIA LIMITED,46900
13876128,200 MEDIA LIMITED,74202
13876128,200 MEDIA LIMITED,88910
14399549,200 MILE END ROAD LIMITED,68320
14399549,200 MILE END ROAD LIMITED,74909
09966976,200 NORTH GREEN UK LIMITED,82990
11692143,200 NORTH STREET MANAGEMENT COMPANY LIMITED,98000
16213506,200 SPORTS MANAGEMENT LIMITED,93110
16213506,200 SPORTS MANAGEMENT LIMITED,93199
SC428461,200 ST VINCENT STREET SPV LIMITED,68209
15715716,200 STRONG LIMITED,46370
15715716,200 STRONG LIMITED,93130
16806826,200 STRONG PT ACADEMY LTD,85510
08302341,200/202 MALYONS ROAD MANAGEMENT COMPANY LIMITED,98000
08191808,2000 BC PUBLISHING LTD,82990
16711748,2000 BG LTD,68100
16711748,2000 BG LTD,68209
16711748,2000 BG LTD,68320
03972154,2000 LTD,41201
03972154,2000 LTD,41202
03972154,2000 LTD,68320
04940389,2000 MORTGAGES.CO.UK LTD,66290
11440889,2000 OVERLOOK LTD,74909
17228352,2000 PROPERTY LTD,68209
07742382,2000 TEST EQUIPMENT LIMITED,47190
17141548,2000CREWS LIMITED,47710
03913226,2000NET.COM LIMITED,62090
03884032,2000PC LIMITED,68100
NI645291,2000WEEKS.COM LIMITED,70229
10403864,2001 CONSULTING LTD,70221
03794581,2001 PAYROLL & PROFESSIONAL SERVICES LIMITED,69202
13987321,2001 PRODUCTS LTD,47990
13460651,2001 PROPERTY SOLUTIONS LTD,68209
01753301,2001 TRAVEL LIMITED,79110
17035145,2002 CHICKEN SHOP LTD,56103
11523489,2002 FRIARS SQARE AYLESBURY (LEASECO) LIMITED,68100
11523489,2002 FRIARS SQARE AYLESBURY (LEASECO) LIMITED,68209
11117319,2002 LIMITED,59113
07755113,2002 STUDIOS MEDIA LIMITED,82990
13976587,20022 LTD,68100
13976587,20022 LTD,70229
16269971,2002DEVELOPMENT LTD,41100
16269971,2002DEVELOPMENT LTD,41202
11865687,2002RAIL LTD,70229
03064837,2003 LIMITED,52290
03064837,2003 LIMITED,70229
05326335,2004 LIMITED,86900
06079735,20040505 LIMITED,69202
11530370,2006 CORPORATION ST BIRMINGHAM (LEASECO) LIMITED,68100
11530370,2006 CORPORATION ST BIRMINGHAM (LEASECO) LIMITED,68209
09654435,2006 HOLDINGS LTD,70100
09655890,2006 LTD,42990
NI049716,2007 GAL LIMITED,74990
07128600,2007 SETTLEMENT TRUSTEE LIMITED,99999
08533376,2008 STOCK SALE LTD,47910
06834489,2009 LIMITED,86900
14139932,20092020 LIMITED,74909
14139932,20092020 LIMITED,96090
13732859,200APPS LTD,62020
10008139,200OK LTD,62012
08910176,200OK SOLUTIONS LTD,62020
15523950,200RXD LIMITED,68100
15523950,200RXD LIMITED,68209
11921808,200SUCCESS LTD,62020
01959092,201 ASHMORE ROAD LIMITED,68320
